industry,quarter,triage_stage_preserved,stage_reason,g1,g2,g3,g4,electre_stage,electre_specification,boundary_action,review_queue_group,cai_observe,cai_check,cai_priority,cai_undetermined,necessary_stage,possible_stages,n_possible,smaa_parameter_sensitive,smaa_note,prereg_status,ppi_mapping_grade,ppi_adjusted_production_yoy,cross_source_available,trade_data_available,power_data_available,bsi_data_available,mfg_flow_data_available,external_data_used_as_electre_criterion,external_evidence_role,check_questions_context,handoff_review_functions
목재종이,2023Q3,추가확인,고용감소 5.6%(진입경계 5% 통과),15.0,5.61797752808989,45.749012381946585,4.0,PRIORITY,D_small_indifference (same archived run as compatible CAI),추가확인군 내 우선 검토(우선점검으로 자동 승격하지 않음),3 파라미터 민감 우선검토 후보,0.092836676217765,0.0068767908309455,0.9002865329512894,0.0,,OBSERVE|CHECK|PRIORITY,3,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,-44.97001953477678,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"가동률 하락이 일시적 생산조정인지 수주·수요 감소에 따른 것인지 확인할 필요가 있다.
명목생산 변화에 가격효과가 포함되어 있으므로 실제 물량이 줄었는지 추가로 확인할 필요가 있다.
가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",산업동향 · 기업지원 / 산업동향
목재종이,2024Q1,추가확인,고용감소 7.4%(진입경계 5% 통과) · 산단평균 대비 7.6%p 열위(진입경계 통과),19.0,7.36434108527132,0.0,6.0,PRIORITY,D_small_indifference (same archived run as compatible CAI),추가확인군 내 우선 검토(우선점검으로 자동 승격하지 않음),3 파라미터 민감 우선검토 후보,0.7243553008595989,0.019484240687679,0.256160458452722,0.0,,OBSERVE|CHECK|PRIORITY,3,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,19.660579388364564,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.
가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",고용지원 · 직업훈련 / 산업동향
목재종이,2024Q2,추가확인,고용감소 8.1%(진입경계 5% 통과) · 산단평균 대비 10.7%p 열위(상위경계 통과) [상위경계 통과했으나 고용 237인 < 300인으로 우선점검 제외],21.0,8.139534883720934,0.0,7.0,PRIORITY,D_small_indifference (same archived run as compatible CAI),추가확인군 내 우선 검토(우선점검으로 자동 승격하지 않음),3 파라미터 민감 우선검토 후보,0.7157593123209169,0.028080229226361,0.256160458452722,0.0,,OBSERVE|CHECK|PRIORITY,3,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,27.234985988032268,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.
가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",고용지원 · 직업훈련 / 산업동향
비금속,2024Q2,추가확인,고용감소 7.2%(진입경계 5% 통과) · 산단평균 대비 9.8%p 열위(진입경계 통과),18.0,7.171314741035861,0.0,11.0,PRIORITY,D_small_indifference (same archived run as compatible CAI),추가확인군 내 우선 검토(우선점검으로 자동 승격하지 않음),3 파라미터 민감 우선검토 후보,0.7255014326647564,0.0183381088825214,0.256160458452722,0.0,,OBSERVE|CHECK|PRIORITY,3,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,3.977718918099749,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.
가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",고용지원 · 직업훈련 / 산업동향
목재종이,2024Q3,추가확인,고용감소 16.3%(상위경계 10% 통과) · 산단평균 대비 18.9%p 열위(상위경계 통과) [상위경계 통과했으나 고용 211인 < 300인으로 우선점검 제외],41.0,16.26984126984127,0.0,8.0,PRIORITY,D_small_indifference (same archived run as compatible CAI),추가확인군 내 우선 검토(우선점검으로 자동 승격하지 않음),3 파라미터 민감 우선검토 후보,0.6103151862464183,0.1335243553008596,0.256160458452722,0.0,,OBSERVE|CHECK|PRIORITY,3,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,3.387487013499824,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",고용지원 · 직업훈련 / 산업동향 · 기업지원 / 산업동향
비금속,2024Q3,추가확인,고용감소 6.0%(진입경계 5% 통과) · 산단평균 대비 8.6%p 열위(진입경계 통과),15.0,5.976095617529875,9.465963025656343,12.0,PRIORITY,D_small_indifference (same archived run as compatible CAI),추가확인군 내 우선 검토(우선점검으로 자동 승격하지 않음),3 파라미터 민감 우선검토 후보,0.092836676217765,0.1346704871060172,0.7724928366762178,0.0,,OBSERVE|CHECK|PRIORITY,3,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,-9.680958472109335,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"가동률 하락이 일시적 생산조정인지 수주·수요 감소에 따른 것인지 확인할 필요가 있다.
명목생산 변화에 가격효과가 포함되어 있으므로 실제 물량이 줄었는지 추가로 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",산업동향 · 기업지원 / 산업동향 / 고용지원 · 직업훈련
비금속,2025Q1,추가확인,고용감소 25.6%(상위경계 10% 통과) · 산단평균 대비 28.2%p 열위(상위경계 통과) [상위경계 통과했으나 고용 186인 < 300인으로 우선점검 제외],64.0,25.6,32.3159599021668,14.0,PRIORITY,D_small_indifference (same archived run as compatible CAI),추가확인군 내 우선 검토(우선점검으로 자동 승격하지 않음),3 파라미터 민감 우선검토 후보,0.0343839541547277,0.0653295128939828,0.9002865329512894,0.0,,OBSERVE|CHECK|PRIORITY,3,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,-31.58557571826592,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"가동률 하락이 일시적 생산조정인지 수주·수요 감소에 따른 것인지 확인할 필요가 있다.
명목생산 변화에 가격효과가 포함되어 있으므로 실제 물량이 줄었는지 추가로 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",산업동향 · 기업지원 / 산업동향 / 고용지원 · 직업훈련
섬유의복,2025Q1,추가확인,고용감소 10.5%(상위경계 10% 통과) · 산단평균 대비 13.1%p 열위(상위경계 통과) [상위경계 통과했으나 고용 34인 < 300인으로 우선점검 제외],4.0,10.526315789473683,4.896309314586988,6.0,PRIORITY,D_small_indifference (same archived run as compatible CAI),추가확인군 내 우선 검토(우선점검으로 자동 승격하지 않음),3 파라미터 민감 우선검토 후보,0.12378223495702,0.6200573065902579,0.256160458452722,0.0,,OBSERVE|CHECK|PRIORITY,3,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,-4.609597242731556,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"가동률 하락이 일시적 생산조정인지 수주·수요 감소에 따른 것인지 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
가동률 공표 정의가 바뀐 구간이어서 당기와 전년동기의 산출방식이 다르다. 가동률 증감 해석 전에 정의 차이를 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.
연간보정 개정본을 사용한 구간이다. 이후 재개정 시 값이 달라질 수 있음을 확인할 필요가 있다.",산업동향 · 기업지원 / 고용지원 · 직업훈련 / 산업동향
비금속,2025Q2,추가확인,고용감소 20.6%(상위경계 10% 통과) · 산단평균 대비 23.1%p 열위(상위경계 통과) [상위경계 통과했으나 고용 185인 < 300인으로 우선점검 제외],48.0,20.60085836909872,37.9264251301902,15.0,PRIORITY,D_small_indifference (same archived run as compatible CAI),추가확인군 내 우선 검토(우선점검으로 자동 승격하지 않음),3 파라미터 민감 우선검토 후보,0.0550143266475644,0.0446991404011461,0.9002865329512894,0.0,,OBSERVE|CHECK|PRIORITY,3,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,-37.388865968962605,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"가동률 하락이 일시적 생산조정인지 수주·수요 감소에 따른 것인지 확인할 필요가 있다.
명목생산 변화에 가격효과가 포함되어 있으므로 실제 물량이 줄었는지 추가로 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.",산업동향 · 기업지원 / 산업동향 / 고용지원 · 직업훈련
섬유의복,2025Q2,추가확인,고용감소 10.5%(상위경계 10% 통과) · 산단평균 대비 13.0%p 열위(상위경계 통과) [상위경계 통과했으나 고용 34인 < 300인으로 우선점검 제외],4.0,10.526315789473683,2.847396768402155,7.0,PRIORITY,D_small_indifference (same archived run as compatible CAI),추가확인군 내 우선 검토(우선점검으로 자동 승격하지 않음),3 파라미터 민감 우선검토 후보,0.5421203438395416,0.2017191977077364,0.256160458452722,0.0,,OBSERVE|CHECK|PRIORITY,3,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,-2.378707179441375,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"가동률 하락이 일시적 생산조정인지 수주·수요 감소에 따른 것인지 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.",산업동향 · 기업지원 / 고용지원 · 직업훈련 / 산업동향
비금속,2025Q3,추가확인,고용감소 22.9%(상위경계 10% 통과) · 산단평균 대비 23.1%p 열위(상위경계 통과) [상위경계 통과했으나 고용 182인 < 300인으로 우선점검 제외],54.0,22.881355932203384,46.38706602632253,16.0,PRIORITY,D_small_indifference (same archived run as compatible CAI),추가확인군 내 우선 검토(우선점검으로 자동 승격하지 않음),3 파라미터 민감 우선검토 후보,0.0487106017191977,0.0510028653295128,0.9002865329512894,0.0,,OBSERVE|CHECK|PRIORITY,3,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,-45.9053373681336,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"가동률 하락이 일시적 생산조정인지 수주·수요 감소에 따른 것인지 확인할 필요가 있다.
명목생산 변화에 가격효과가 포함되어 있으므로 실제 물량이 줄었는지 추가로 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.",산업동향 · 기업지원 / 산업동향 / 고용지원 · 직업훈련
섬유의복,2025Q3,추가확인,고용감소 10.5%(상위경계 10% 통과) · 산단평균 대비 10.7%p 열위(상위경계 통과) [상위경계 통과했으나 고용 34인 < 300인으로 우선점검 제외],4.0,10.526315789473683,26.8400180261379,8.0,PRIORITY,D_small_indifference (same archived run as compatible CAI),추가확인군 내 우선 검토(우선점검으로 자동 승격하지 않음),3 파라미터 민감 우선검토 후보,0.0979942693409742,0.0017191977077363,0.9002865329512894,0.0,,OBSERVE|CHECK|PRIORITY,3,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,-26.804318296300558,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"가동률 하락이 일시적 생산조정인지 수주·수요 감소에 따른 것인지 확인할 필요가 있다.
명목생산 변화에 가격효과가 포함되어 있으므로 실제 물량이 줄었는지 추가로 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률 하락과 창원시 제조업 전력사용 감소가 함께 나타나 실제 생산활동 위축 여부를 추가 확인할 필요가 있다. 다만 전력은 시 전체 제조업 총계이므로 이 업종의 값이 아니다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.",산업동향 · 기업지원 / 산업동향 / 고용지원 · 직업훈련
기타,2025Q4,추가확인,고용감소 27.0%(상위경계 10% 통과) · 산단평균 대비 27.8%p 열위(상위경계 통과) [상위경계 통과했으나 고용 143인 < 300인으로 우선점검 제외],53.0,27.040816326530614,0.0,4.0,PRIORITY,D_small_indifference (same archived run as compatible CAI),추가확인군 내 우선 검토(우선점검으로 자동 승격하지 않음),3 파라미터 민감 우선검토 후보,0.4997134670487106,0.2441260744985673,0.256160458452722,0.0,,OBSERVE|CHECK|PRIORITY,3,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,D,,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
이 업종은 생산자물가지수 대응 후보가 복수이거나 없어, PPI 조정 생산을 단일값으로 해석하지 않고 원자료로 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.",고용지원 · 직업훈련 / 산업동향
비금속,2025Q4,추가확인,고용감소 27.6%(상위경계 10% 통과) · 산단평균 대비 28.4%p 열위(상위경계 통과) [상위경계 통과했으나 고용 178인 < 300인으로 우선점검 제외],68.0,27.642276422764223,0.0,17.0,PRIORITY,D_small_indifference (same archived run as compatible CAI),추가확인군 내 우선 검토(우선점검으로 자동 승격하지 않음),3 파라미터 민감 우선검토 후보,0.3449856733524355,0.3988538681948424,0.256160458452722,0.0,,OBSERVE|CHECK|PRIORITY,3,True,CAI는 명시한 호환 파라미터 표집에서의 배정 비중이며 위기확률·정답률이 아님,DRAFT,A,33.39356867793204,False,False,True,True,True,False,ELECTRE 이후 해석·교차확인; 판정 가중치나 veto로 사용하지 않음,"가동업체 감소가 실제 퇴거·폐업·통합·휴업에 따른 것인지, 아니면 조사대상 변동이나 집계기준 변경에 따른 것인지 확인할 필요가 있다.
생산이 유지되는데 고용이 감소하고 있어 자동화·생산성 변화·미충원·외주화·인력구조 조정 여부를 확인할 필요가 있다.
창원시 제조업 전체에서 입직자 감소가 함께 관측되므로, 고용 감소가 신규 채용 둔화와 함께 나타나는지 확인할 필요가 있다.
가동률과 전력사용의 방향이 달라 업종 구성·설비 특성·자료범위(산단 vs 시 전체) 차이를 추가 확인할 필요가 있다.
경남 제조업 업황 심리지수가 기준선(100)을 밑돌아, 업종 고유 요인인지 지역 전반의 경기 흐름인지 구분해 확인할 필요가 있다.
같은 업종의 전국 업황 심리지수도 기준선을 밑돌아, 관측된 변화가 산단 고유 현상인지 전국 업종 흐름인지 확인할 필요가 있다.
업체수·고용 규모가 작아 비율 변동이 크게 나타난다. 절대 증감 개수로 다시 확인할 필요가 있다.
이 분기는 월별 원자료가 공표되지 않아 분기 내 지속 여부를 확인할 수 없다. 분기말 단일시점 값에만 의존한 판단임을 감안할 필요가 있다.",산업동향 · 기업지원 / 고용지원 · 직업훈련 / 산업동향
